Restaurant ID,Restaurant,country,City,Address,Locality,Cuisines,Average Cost for two,Table booking,Online delivery,delivering now,rating,Rating color,Rating text,Votes,Price Range
304753,Baketown By Gagan Bakers,India,New Delhi,"Near Bharti Vidyalaya, Main Road, Chander Vihar, Nangloi, New Delhi",Nangloi,Fast Food,200,No,No,No,0,White,Not rated,0,lower
304769,Anand Sweets,India,New Delhi,"Sultanpuri Mod Market, Nangloi, New Delhi",Nangloi,Street Food,100,No,No,No,0,White,Not rated,1,lower
304771,Bansiwala Sweets,India,Gurgaon,"Sector 5 Chowk, Palam Vihar Road, Palam Vihar, Gurgaon",Palam Vihar,Street Food,100,No,No,No,0,White,Not rated,1,lower
304782,Ramesh Caterers & Dhaba,India,New Delhi,"A-26, Rajneet Vihar, Main Road, Nangloi, New Delhi",Nangloi,Indian,150,No,No,No,0,White,Not rated,0,lower
304793,Modern Sweets,India,Gurgaon,"Opposite Sun Tower, Sukhrali Village, Sector 17, Gurgaon",Sector 17,Street Food,100,No,No,No,0,White,Not rated,2,lower
304803,Annapurna Sweets Palace,India,New Delhi,"K-1249, Opposite Sanjay Gandhi Hospital, Mangolpuri, Nangloi, New Delhi",Nangloi,Street Food,100,No,No,No,0,White,Not rated,1,lower
304809,Aggarwal Sweets Corner,India,New Delhi,"E-2 Block, Near Park Mandir Marg, Sultanpuri, Nangloi, New Delhi",Nangloi,Mithai,100,No,No,No,0,White,Not rated,0,lower
304822,Bansiwala Sweets & Caterers,India,New Delhi,"Near Metro Pillar 629, Rohtak Road, Mundka, Nangloi, New Delhi",Nangloi,Street Food,100,No,No,No,0,White,Not rated,0,lower
304831,Khana Khazana,India,New Delhi,"Idgah Market, Sultanpuri, Near, Nangloi, New Delhi",Nangloi,Indian,200,No,No,No,0,White,Not rated,0,lower
304888,Dosa and Pizza Corner,India,New Delhi,"Sultanpuri Mod Market, Nangloi, New Delhi",Nangloi,Indian,150,No,No,No,0,White,Not rated,0,lower
304937,Standard Sweets & Confectioners,India,Noida,"Shop P 38/7, Sector 12, Noida",Sector 12,Street Food,150,No,No,No,0,White,Not rated,3,lower
304954,Bhagat Ji,India,New Delhi,Barakhamba Metro Station,Barakhamba Road,Fast Food,100,No,No,No,0,White,Not rated,2,lower
304972,Snacks Point,India,New Delhi,"Mandi House Metro Station, Mandi House, New Delhi",Mandi House,Fast Food,100,No,No,No,0,White,Not rated,1,lower
305025,Cafexpress,India,New Delhi,"Nawab Road, Behind Sadar Thana, Paharganj, New Delhi",Paharganj,Beverages,100,No,No,No,0,White,Not rated,1,lower
305140,Shivalik Tiffin Corner,India,Gurgaon,"A1-148, Near Pawan Estate, Sector 56, Gurgaon",Sector 56,Indian,150,No,No,No,0,White,Not rated,2,lower
305153,Flavours Of Delhi,India,New Delhi,"A-25, KH 393, Near IGI Airport, Mahipalpur, New Delhi",Mahipalpur,Fast Food,650,No,No,No,0,White,Not rated,0,mid-range
305181,Aakash Sweets & Caterers,India,New Delhi,"L 96, Old Rangpuri Road, Mahipalpur, New Delhi",Mahipalpur,Street Food,150,No,No,No,0,White,Not rated,0,lower
305183,First Treat Bakers,India,New Delhi,"K 98, Mahipalpur, New Delhi",Mahipalpur,bakery,300,No,No,No,0,White,Not rated,2,lower
305189,Yadav Sweets,India,New Delhi,"Old Rangpuri, Near Sabzi Mandi, Mahipalpur, New Delhi",Mahipalpur,Street Food,150,No,No,No,0,White,Not rated,1,lower
305190,New Sharma Chicken Corner,India,New Delhi,"814, Mahipalpur Mata Chowk, Vasant Kunj Road, Mahipalpur, New Delhi",Mahipalpur,Indian,150,No,No,No,0,White,Not rated,2,lower
305238,Bikaner Sweets & Pastry Corner,India,New Delhi,"Guru Ramdas Marg, Krishna Park, Tilak Nagar, New Delhi",Tilak Nagar,Street Food,100,No,No,No,0,White,Not rated,3,lower
305402,Dessert Carte,India,New Delhi,"D-148, East of Kailash, New Delhi",East of Kailash,bakery,500,No,No,No,0,White,Not rated,0,mid-range
305567,Sushil Punjabi Vaishno Dhaba,India,New Delhi,"Ajanta Market, Main Raod, Ajay Enclave, Subhash Nagar, New Delhi",Subhash Nagar,Indian,150,No,No,No,0,White,Not rated,0,lower
305570,Aggarwal Sweet Corner,India,New Delhi,"Main Road, Beriwala Bagh, Subhash Nagar, New Delhi",Subhash Nagar,Mithai,100,No,No,No,0,White,Not rated,2,lower
305626,Jainco Sweets,India,New Delhi,"3737, 60 Feet Road, Vishwas Nagar, Shahdara, New Delhi",Shahdara,Mithai,200,No,No,No,0,White,Not rated,2,lower
305699,Dilkhush Dhaba,India,New Delhi,"Near Flyover, Rohtak Road, Nangloi, New Delhi",Nangloi,Indian,100,No,No,No,0,White,Not rated,0,lower
305810,Gupta's Food Point,India,New Delhi,"Shop 1 & 2, Near Indian Medical Association, ITO Lane",Feroze Shah Road,Indian,100,No,No,No,0,White,Not rated,1,lower
305866,Mama Bhanja Corner,India,New Delhi,"Opposite Vijay Corner, Ashok Nagar, Near Metro Station, Tilak Nagar, New Delhi",Tilak Nagar,Indian,500,No,No,No,0,White,Not rated,3,mid-range
306177,Gulati Ki Rasoi,India,New Delhi,"A 111, Hari Enclave 1, Aman Vihar, Sultanpuri, Nangloi, New Delhi",Nangloi,Indian,200,No,No,No,0,White,Not rated,0,lower
306180,Sapna Restaurant,India,New Delhi,"WZ 167 A, Arya Samaj Road, Uttam Nagar, New Delhi",Uttam Nagar,Indian,200,No,Yes,No,0,White,Not rated,3,lower
306653,Yadav Ji Chholey Bhature,India,New Delhi,"Main Road, Mahavir Enclave, Part 3, Palam, New Delhi",Palam,Street Food,50,No,No,No,0,White,Not rated,1,lower
306657,N.S. Pizza Point,India,New Delhi,"Main Road, Mahavir Enclave, Part 3, Palam, New Delhi",Palam,Pizza,200,No,No,No,0,White,Not rated,0,lower
306678,Bajrang Misthan Bhawan,India,New Delhi,"Main Paprawat Road, Najafgarh, New Delhi",Najafgarh,Mithai,100,No,No,No,0,White,Not rated,0,lower
306695,Aggarwal Bikaner Sweets,India,New Delhi,"Gurgaon Road, Near Aggarwal Medicos, Najafgarh, New Delhi",Najafgarh,Mithai,100,No,No,No,0,White,Not rated,1,lower
306710,Shiv Shakti Dhaba,India,New Delhi,"Near Kakrola Road, Tura Mandi, Najafgarh, New Delhi",Najafgarh,Indian,100,No,No,No,0,White,Not rated,0,lower
306733,Aggarwal Sweet Centre,India,New Delhi,"Main Road, Kailashpuri, Palam, New Delhi",Palam,Indian,150,No,No,No,0,White,Not rated,2,lower
306743,Aggarwal Bikaner Wala,India,New Delhi,"Near Gol Chakkar, Palam Colony, Palam, New Delhi",Palam,Street Food,100,No,No,No,0,White,Not rated,2,lower
306747,Nand Bhai Chholey Bhature,India,New Delhi,"Near Pillar 59, Main Road, Palam Colony, Palam, New Delhi",Palam,Street Food,100,No,No,No,0,White,Not rated,1,lower
306749,Vikram Ji Snacks,India,New Delhi,"Main Market, Palam Colony, Palam, New Delhi",Palam,Fast Food,200,No,No,No,0,White,Not rated,3,lower
306974,Bittoo Murge Wala,India,New Delhi,"Opposite Bombay Vada Pao, Near Tilak Nagar Metro Station, Jail Road, New Delhi",Jail Road,Indian,300,No,No,No,0,White,Not rated,1,lower
307521,Da Bawarchi,India,New Delhi,"1/7228, East Gorakh Park, Hanuman Mandir, Shahdara, New Delhi",Shahdara,Indian,300,No,No,No,0,White,Not rated,3,lower
307549,Aggarwal Sweet Centre,India,New Delhi,"Near HDFC Bank, J-12/20, Rajouri Garden, New Delhi",Rajouri Garden,Street Food,100,No,No,No,0,White,Not rated,3,lower
307560,Creambell & Chocoxess,India,New Delhi,"LG-K06, Oppsite Bata, Lower Ground Floor, Pacific Mall, Tagore Garden, New Delhi","Pacific Mall, Tagore Garden",Desserts,200,No,No,No,0,White,Not rated,0,lower
307719,Shiparma Shri,India,Noida,"Behind Sub Mall, Shakumbhari Market, Sabji Mandi, Sector 27, Noida",Sector 27,Indian,100,No,No,No,0,White,Not rated,1,lower
307847,Annapurna,India,New Delhi,"Shop 1, Basement, Tularam Complex, Old Kondi, Mayur Vihar Phase 3, New Delhi",Mayur Vihar Phase 3,Indian,100,No,No,No,0,White,Not rated,1,lower
307950,Punjabi Chicken,India,New Delhi,"3, Bindapark, Near Police Station, Uttam Nagar, New Delhi",Uttam Nagar,Indian,400,No,No,No,0,White,Not rated,3,lower
307974,Royal Spice Restaurant,India,Noida,"Dadri Road, Near HP Petrol Pump, Sector 41, Noida",Sector 41,Indian,600,No,Yes,No,0,White,Not rated,3,mid-range
308068,The Grand Kitchen,India,New Delhi,"Hotel Regent Grand, 2/6 East Patel Nagar, Near Pusa Road, East Patel Nagar, New Delhi","Hotel Regent Grand, Karol Bagh",Indian,800,Yes,No,No,0,White,Not rated,1,mid-range
308110,Moji Dhaba,India,New Delhi,"T 27, 28, 29, Super Market, Opposite Milan Cinema, New Moti Nagar, Moti Nagar, New Delhi",Moti Nagar,Indian,400,No,No,No,0,White,Not rated,0,lower
308128,Yadav Chaat Bhandar,India,New Delhi,"14/5 Sadh Nagar, Near Rajasthani Hotel, Palam, New Delhi",Palam,Street Food,100,No,No,No,0,White,Not rated,1,lower
308199,Alwar Sweets & Namkeen,India,Gurgaon,"Shop 45-46, HUDA Market, Sector 39, Gurgaon",Sector 39,Street Food,150,No,No,No,0,White,Not rated,3,lower
308489,Friends Cafe,India,New Delhi,"A-36, Mohan Cooperative Industrial Estate, Mathura Road, New Delhi",Mathura Road,Indian,500,No,No,No,0,White,Not rated,2,mid-range
308533,Hotel 121 Shakahari,India,New Delhi,"121, Kucha Ghasiram, Chatta Bhawani Shankar, Fatehpuri Chowk, Chandni Chowk, New Delhi",Chandni Chowk,Indian,300,No,No,No,0,White,Not rated,2,lower
308704,Choco Kraft,India,New Delhi,"C-107, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,bakery,300,No,Yes,No,0,White,Not rated,2,lower
308717,New Dragon Chinese Fast Food  & Paranthey Wala,India,Noida,"C 28-29, Logic Cyber Park, Opposite Samsung Tower, Sector 62, Noida",Sector 62,Chinese,350,No,No,No,0,White,Not rated,1,lower
308750,Adarsh Kulfi,India,Noida,"Food Court, Ground Floor, Supertech Shoprix Mall, Sector 61, Noida","Supertech Shopprix Mall, Sector 61",Ice Cream,100,No,No,No,0,White,Not rated,3,lower
308832,Hot 'N' Cool,India,New Delhi,"Shop 105, A Block Market, Behind Nirulas, Preet Vihar, New Delhi",Preet Vihar,Fast Food,200,No,No,No,0,White,Not rated,0,lower
308837,Perfect Party Chef,India,New Delhi,"A Block Market, Behind Nirula's, Preet Vihar, New Delhi",Preet Vihar,Fast Food,200,No,No,No,0,White,Not rated,1,lower
308853,KG Confectionery and Pastry Shop,India,New Delhi,"C-18, Madhuvihar, Opposite OM Bikanerwala, IP Extension, New Delhi",IP Extension,bakery,100,No,No,No,0,White,Not rated,2,lower
308900,T-2 Di Hatti,India,New Delhi,"24/10, Tilak Nagar, New Delhi",Tilak Nagar,Street Food,100,No,No,No,0,White,Not rated,2,lower
308905,Annapurna Caters,India,New Delhi,"17/30, Aashirwad Complex, Tilak Nagar, New Delhi",Tilak Nagar,Indian,200,No,No,No,0,White,Not rated,2,lower
308908,Aggarwal Petha Store and Bakers,India,New Delhi,"1/6695, East Rohtash Nagar, Lane 4, Shahdara, New Delhi",Shahdara,bakery,100,No,No,No,0,White,Not rated,2,lower
308928,Sugandh Corner,India,New Delhi,"F-4/35, Krishna Nagar, New Delhi",Krishna Nagar,Indian,250,No,No,No,0,White,Not rated,3,lower
308940,Sanjha Chula Baba Da,India,New Delhi,"F-2/9, Krishna Nagar, New Delhi",Krishna Nagar,Indian,250,No,No,No,0,White,Not rated,1,lower
308961,Angaar,India,Faridabad,"Hotel Saffron Kiran, 12/6, Adjacent to Badarpur Toll, NH-2, Sector 35, Faridabad","Hotel Saffron Kiran, Faridabad",Indian,1200,Yes,No,No,0,White,Not rated,0,higher
308962,The Retriever,India,Faridabad,"Hotel Saffron Kiran, 12/6, Adjacent to Badarpur Toll, NH-2, Sector 35, Faridabad","Hotel Saffron Kiran, Faridabad",Indian,1500,Yes,No,No,0,White,Not rated,0,higher
308963,TcozY,India,Faridabad,"Hotel Saffron Kiran, 12/6, Adjacent to Badarpur Toll, NH-2, Sector 35, Faridabad","Hotel Saffron Kiran, Faridabad",Cafe,1500,No,No,No,0,White,Not rated,0,higher
309004,Mx Corn,India,New Delhi,"Food Court, 2nd Floor, Pacific Mall, Tagore Garden, New Delhi","Pacific Mall, Tagore Garden",Fast Food,100,No,No,No,0,White,Not rated,1,lower
309006,Sri Durga Dosa Corner,India,New Delhi,"D 11, Main Road, Tagore Garden, New Delhi",Tagore Garden,Indian,300,No,No,No,0,White,Not rated,3,lower
309101,Kullu Manali Restaurant,India,New Delhi,"170, Main Road, Aruna Nagar, Majnu ka Tila, New Delhi",Majnu ka Tila,Indian,400,No,No,No,0,White,Not rated,0,lower
309219,Satya Dhaba,India,New Delhi,"L 321/13, N.H. 8, Near Saptagiri Hotel, Mahipalpur, New Delhi",Mahipalpur,Indian,450,No,No,No,0,White,Not rated,2,lower
309341,Radha Swami Shudh Vaishno Dhaba,India,Gurgaon,"Near Yamaha Showroom, Ashok Vihar, Near, Palam Vihar, Gurgaon",Palam Vihar,Indian,300,No,No,No,0,White,Not rated,2,lower
309368,Silver,India,Faridabad,"K Hotel, Plot 2, Behind Pristine Mall, Sector 31, Faridabad",K Hotel,Indian,1500,Yes,No,No,0,White,Not rated,3,higher
309483,Deepu Fish & Chicken,India,New Delhi,"A 11, Krishna Nagar, New Delhi",Krishna Nagar,Indian,500,No,No,No,0,White,Not rated,2,mid-range
309509,Namaste Restaurant,India,New Delhi,"Dr Kapoorwali Gali, Munirka, New Delhi",Munirka,Chinese,300,No,No,No,0,White,Not rated,1,lower
309654,Ahata,India,Faridabad,"Huda Market, Sector 31, Faridabad",Sector 31,Indian,500,No,No,No,0,White,Not rated,1,mid-range
309971,Pizza Junction,India,Noida,"Shop 3, C 134 B, Supertech Shopprix Mall, Sector 61, Noida","Supertech Shopprix Mall, Sector 61",Fast Food,550,No,No,No,0,White,Not rated,1,mid-range
310067,Golden Chaat,India,Noida,"Ground Floor, MSX Mall, Greater Noida, Noida","MSX Mall, Greater Noida",Fast Food,100,No,No,No,0,White,Not rated,2,lower
310102,Birbal Ji Dhaba,India,New Delhi,"Shop 35, Shastri Market, Bhogal, Jangpura, New Delhi",Jangpura,Indian,350,No,No,No,0,White,Not rated,1,lower
310198,Jo's Peace of Cake,India,New Delhi,"L-321, Sarita Vihar, New Delhi",Sarita Vihar,bakery,300,No,No,No,0,White,Not rated,1,lower
310240,Cream Bell,India,Noida,"F-74, Sector 8, Noida",Sector 8,Ice Cream,200,No,No,No,0,White,Not rated,1,lower
310255,Lajwab Pastry Palace,India,New Delhi,"3/118, Subhash Nagar, New Delhi",Subhash Nagar,bakery,100,No,No,No,0,White,Not rated,1,lower
310286,Today Pizza,India,New Delhi,"E-1, Khyala Road, Vishnu Garden, Tilak Nagar, New Delhi",Tilak Nagar,Fast Food,250,No,No,No,0,White,Not rated,3,lower
310320,Chocolangels,India,New Delhi,"B5/204, Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,bakery,300,No,No,No,0,White,Not rated,3,lower
310357,Food Point and Sweets Corner,India,New Delhi,"Near Tura Mandi, Old Kakrola Road, Najafgarh, New Delhi",Najafgarh,Fast Food,250,No,No,No,0,White,Not rated,2,lower
310358,Chick Chicken House,India,New Delhi,"A 88, Near Desu Office, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,Fast Food,250,No,No,No,0,White,Not rated,2,lower
310454,Shakes Cakes 'n' More,India,Gurgaon,"24, Ground Floor, Greenwood Plaza, Sector 45, Gurgaon",Sector 45,bakery,150,No,No,No,0,White,Not rated,1,lower
310479,The Relax Point,India,New Delhi,"92/17, Zakir Nagar, New Delhi",Zakir Nagar,Indian,250,No,No,No,0,White,Not rated,1,lower
310480,Bismillah Hotel,India,New Delhi,"Masjid Wali Gali, Zakir Nagar, New Delhi",Zakir Nagar,Fast Food,150,No,No,No,0,White,Not rated,1,lower
310515,Delight Express,India,Gurgaon,"Shop 64, HUDA Market, Sector 17, Gurgaon",Sector 17,Indian,400,No,No,No,0,White,Not rated,2,lower
310581,Kamal Chat Bhandar,India,New Delhi,"Arya Samaj Road, Near Gurudwara, Uttam Nagar, New Delhi",Uttam Nagar,Street Food,100,No,No,No,0,White,Not rated,3,lower
310632,Bikaner Sweets,India,Gurgaon,"Shop 1, Old Delhi Gurgaon Road, Sector 17, Gurgaon",Sector 17,Indian,350,No,No,No,0,White,Not rated,0,lower
310678,Shri Bhujia Bhandar,India,New Delhi,"117, Moti Bazar, Chandni Chowk, New Delhi",Chandni Chowk,Street Food,100,No,No,No,0,White,Not rated,2,lower
310692,Buena Tierra,India,New Delhi,"Shop 4, CSC Market, A Block, New Friends Colony, New Delhi",New Friends Colony,bakery,300,No,No,No,0,White,Not rated,2,lower
310755,Green Vally Chiiness Food,India,Noida,"Near Kanchenjunga Market, Sector 61, Noida",Sector 61,Chinese,300,No,No,No,0,White,Not rated,3,lower
310762,The Cake Shop,India,Noida,"Shop A-79, Opposite Kotak Mahindra Bank, Sector 110, Noida",Sector 110,bakery,250,No,No,No,0,White,Not rated,2,lower
310770,Southern Santushti Cafe,India,Noida,"Ground Floor, A-44/45, M Block, Galaxy IT Park, Sector 62, Noida",Sector 62,Indian,400,No,No,No,0,White,Not rated,2,lower
310775,New Shahi Chinese Fast Food,India,Noida,"C-25, Opposite Stellar IT Park, Sector 62, Noida",Sector 62,Chinese,400,No,No,No,0,White,Not rated,0,lower
310889,New Garden Hut,India,New Delhi,"Parking Area, Aditya Complex, Preet Vihar, New Delhi",Preet Vihar,Fast Food,300,No,No,No,0,White,Not rated,0,lower
310952,Student Corner,India,New Delhi,"G-94, Vardhman Central Mall, Nehru Vihar, Mukherjee Nagar, New Delhi",Mukherjee Nagar,Fast Food,50,No,No,No,0,White,Not rated,0,lower
310954,Inam Muradabadi,India,New Delhi,"G-90, Vardhman Central Mall, Nehru Vihar, Mukherjee Nagar, New Delhi",Mukherjee Nagar,Mughlai,250,No,No,No,0,White,Not rated,1,lower
310965,Punjabi Parantha Station and Punjabi Thali,India,New Delhi,"Behind Batra Cinema, Mukherjee Nagar, New Delhi",Mukherjee Nagar,Indian,150,No,No,No,0,White,Not rated,2,lower
310988,Special Tea Point,India,New Delhi,"Ground Floor, Vardhman Central Mall, Nehru Vihar, Mukherjee Nagar, New Delhi",Mukherjee Nagar,Indian,50,No,No,No,0,White,Not rated,0,lower
310995,Lasha Chinese Food,India,New Delhi,"Shop 228, Block B, Central Park, Nehru Vihar, Mukherjee Nagar, New Delhi",Mukherjee Nagar,Chinese,250,No,No,No,0,White,Not rated,2,lower
311009,Singh Chicken,India,New Delhi,"Opposite Batra Cinema, Nehru Vihar, Mukherjee Nagar, New Delhi",Mukherjee Nagar,Indian,500,No,No,No,0,White,Not rated,3,mid-range
311014,Chocofairies,India,New Delhi,"Near Alaknanda Market, Kalkaji, New Delhi",Kalkaji,bakery,200,No,No,No,0,White,Not rated,3,lower
311037,Sanjha Chulah Babe Da,India,New Delhi,"Shop 8, DDA Market, Near Mother Dairy, Dilshad Garden, New Delhi",Dilshad Garden,Indian,350,No,No,No,0,White,Not rated,2,lower
311166,Sun Sweets Restaurant,India,Gurgaon,"Chand Palace Fawara Chowk, Bus Stand Road, Sector 14, Gurgaon",Sector 14,Indian,400,No,No,No,0,White,Not rated,3,lower
311189,Yummy Rasoi,India,New Delhi,"School Block, Shakarpur, New Delhi",Shakarpur,Fast Food,200,No,No,No,0,White,Not rated,1,lower
311199,Sai Bhojanalay,India,New Delhi,"Plot 43, Near D-Park, Pandav Nagar, New Delhi",Pandav Nagar,Indian,300,No,No,No,0,White,Not rated,3,lower
311216,The Pink Whisk,India,New Delhi,"Ground Floor, 34/7, East Patel Nagar, New Delhi",East Patel Nagar,bakery,400,No,No,No,0,White,Not rated,2,lower
311248,Adi's Restaurant,India,New Delhi,"B 80, Near ABD Chowk, New Ashok Nagar, Vasundhara Enclave, New Delhi",Vasundhara Enclave,Indian,300,No,No,No,0,White,Not rated,3,lower
311256,A One Muradabadi,India,New Delhi,"A 118, Pocket A 2, Mayur Vihar Phase 3, New Delhi",Mayur Vihar Phase 3,Indian,300,No,No,No,0,White,Not rated,3,lower
311394,Cheffron Bakery,India,New Delhi,"B-26, Gopal Nagar, Main Dhansa Road, Najafgarh, New Delhi",Najafgarh,bakery,250,No,No,No,0,White,Not rated,2,lower
311419,Simla Bakery,India,Noida,"Atta Market, Sector 27, Noida",Sector 27,bakery,150,No,Yes,No,0,White,Not rated,1,lower
311428,Special O-cake-sions,India,Gurgaon,"702, Jai Heights, Plot 10, Sector 52, South City 2, Gurgaon",South City 2,bakery,300,No,No,No,0,White,Not rated,0,lower
311468,Mauja Hi Mauja,India,New Delhi,"Main Sadar Thana Road, Near Bara Tuti Chowk, Paharganj, New Delhi",Paharganj,Street Food,100,No,No,No,0,White,Not rated,1,lower
311544,The Cake Affairs,India,New Delhi,"C-391, 1st Floor, Yojna Vihar, Near Anand Vihar, Anand Vihar, New Delhi",Anand Vihar,bakery,500,No,No,No,0,White,Not rated,0,mid-range
311546,Shree Rathnam,India,New Delhi,"24, Akbar Road, Near India Gate, New Delhi",India Gate,Indian,800,No,No,No,0,White,Not rated,3,mid-range
311629,Illusion The Lounge Bar - Hotel Clark Inn Gurgaon,India,Gurgaon,"Hotel Clark Inn, Plot 45/46, Old Judicial Complex, Sector 15, Gurgaon","Hotel Clark Inn, Sector 15",Indian,1400,Yes,No,No,0,White,Not rated,2,higher
311666,Mughal-E-Zaika,India,New Delhi,"K111 Rang Puri Road, Mahipalpur, New Delhi",Mahipalpur,Indian,500,No,No,No,0,White,Not rated,0,mid-range
311683,Dragun Hut,India,New Delhi,"Lado Sarai Near Park, Mehrauli, New Delhi",Mehrauli,Chinese,400,No,No,No,0,White,Not rated,1,lower
311701,The Bakery Mart,India,Noida,"Expressview Society, Sector 93, Noida",Sector 93,bakery,800,No,No,No,0,White,Not rated,1,mid-range
311736,Baskin Robbins,India,Gurgaon,"Ground Floor, DLF Mega Mall, DLF Phase 1, Gurgaon","DLF Mega Mall, DLF Phase 1",Ice Cream,300,No,No,No,0,White,Not rated,3,lower
311821,The Twisted Bakery,India,New Delhi,"J-107, Western Avenue, Sainik Farms, New Delhi",Sainik Farms,bakery,400,No,No,No,0,White,Not rated,0,lower
311850,Best Pizza Hut,India,Gurgaon,"Mian Bajghera Road, Opposite Durga Sweets, Palam Vihar, Gurgaon",Palam Vihar,Fast Food,350,No,No,No,0,White,Not rated,0,lower
311866,Mx Corn,India,Gurgaon,"Ground Floor, Ansal Plaza Mall, Palam Vihar, Gurgaon","Ansal Plaza Mall, Palam Vihar",Fast Food,100,No,No,No,0,White,Not rated,2,lower
311993,Riddhi Siddhi Restaurant,India,New Delhi,"A, Ground Floor , Near Ganpati Complex, New Ashok Nagar, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,Fast Food,200,No,No,No,0,White,Not rated,2,lower
